SKU,Categoria,Título original,Decisão,Prioridade,Risco,Profundidade da auditoria,Preço indicativo,Pack sugerido,Licença,Fonte,Status
PLR-0301,Cães e pets,Cuidados com o Cão para iniciantes,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Pets,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0302,Cães e pets,Saúde do cão exposta,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Pets,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0303,Automóveis,Um Curso de Torneamento de Madeira,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Automóveis,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0304,Automóveis,Scooters e outros veículos com baixo consumo de combustível,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Automóveis,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0305,Automóveis,Carros híbridos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Automóveis,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0306,Segurança digital,Segurança do PC,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0307,Segurança digital,Proteção Legal Online,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0308,Segurança digital,Percevejos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0309,Segurança digital,Guia de Segurança,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0310,Segurança digital,Como se proteger contra roubo de identidade,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0311,Segurança digital,Como se proteger de spyware e adware,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0312,Segurança digital,Dispositivos de economia de gás,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0313,Segurança digital,Exploração do site do alimentador,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Segurança digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0314,Saúde,Um guia completo para cuidados com os cabelos no verão,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0315,Saúde,Torradeiras livro de mão,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0316,Saúde,Seja seu próprio médico,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0317,Saúde,Remédios de pânico de emergência,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0318,Saúde,Ronco e você,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0319,Saúde,Melhores escolhas Melhor vida,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0320,Saúde,Medicina Holística e Alternativa,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0321,Saúde,Mais sobre clareamento dental,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0322,Saúde,Durma bem,REVISÃO ESPECIALIZADA,P2,ALTO,CONTEÚDO LIDO,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0323,Saúde,Ganhar muito com a indústria de saúde e bem-estar,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0324,Saúde,Gestão de Stress,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0325,Saúde,Lidar com o estresse na vida,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0326,Saúde,Domínio de violino,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0327,Saúde,Como eliminar o estresse e a ansiedade da sua vida,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0328,Saúde,Cure-se do zumbido,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0329,Saúde,Autodefesa para manequins,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0330,Saúde,Acne compreensiva,REVISÃO ESPECIALIZADA,P2,ALTO,TÍTULO/PASTA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0331,Tráfego e SEO,Táticas de tráfego renegadas,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0332,Tráfego e SEO,Tráfego de mídia social,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0333,Tráfego e SEO,Sites da Web 2.0 expostos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0334,Tráfego e SEO,Sucesso de SEO facilitado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0335,Tráfego e SEO,SEO Extremo,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0336,Tráfego e SEO,Segredos Simples de PPC,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0337,Tráfego e SEO,Search Engine Manifesto,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0338,Tráfego e SEO,Mecânico de Tráfego na Web,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0339,Tráfego e SEO,Métodos de geração de tráfego online,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0340,Tráfego e SEO,Pesquisa de palavras-chave desmistificada,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0341,Tráfego e SEO,PPC facilitado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0342,Tráfego e SEO,Principais fontes de backlinks gratuitos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0343,Tráfego e SEO,Maneiras gratuitas e de baixo custo para aumentar o tráfego,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0344,Tráfego e SEO,Mastermind do tráfego,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0345,Tráfego e SEO,Guia do Insider para terceirizar seu edifício de backlink,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0346,Tráfego e SEO,10 maneiras de escrever anúncios mais eficazes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0347,Tráfego e SEO,20 técnicas do Surefire para garantir a explosão da Web,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0348,Tráfego e SEO,Backlinks explosivos,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0349,Tráfego e SEO,Como obter uma classificação superior no Google,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0350,Blogging,VideoBlog Sensation,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0351,Blogging,O Blog Completo e o Tutorial de Ping,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0352,Blogging,Blogging Simplified,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0353,Blogging,Ganhar dinheiro com seu blog,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0354,Blogging,Lucros do blog,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0355,Blogging,Noções básicas de blogs para iniciantes,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0356,Tecnologia,Vá a cabo e recarregue sua conexão à Internet,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0357,Tecnologia,Os 6 principais softwares de conversão de DVD para vídeo e iPod,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0358,Tecnologia,101 dicas poderosas para melhorar legalmente sua pontuação de crédito,ATUALIZAR,P2,MÉDIO/ALTO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0359,Tecnologia,Como criar e configurar um banco de dados,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0360,Tecnologia,Estufa crescente,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0361,Tecnologia,O melhor guia para o iPod de vídeo,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Tecnologia,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0362,Viagens,Viaje com estilo,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,TÍTULO/PASTA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0363,Youtube Marketing,Marketing de vídeo simplificado,ATUALIZAR,P2,MÉDIO,TÍTULO/PASTA,"R$ 19,90–39,90 após revisão",Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0364,Youtube Marketing,Como obter 10 mil visualizações reais do YouTube em uma semana,EXCLUIR,P3,ALTO,TÍTULO/PASTA,NÃO PUBLICAR,Pack Marketing Digital,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0365,Tatuagens,Revelados fatos de tatuagem,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,TÍTULO/PASTA,"R$ 14,90–29,90",Pack Tatuagens,VERIFICAR POR PRODUTO,Bônus 1 / pasta descompactada,AUDITADO / TRIAGEM
PLR-0366,Relacionamentos,Reavivar o romance,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0367,Relacionamentos,Relacionamentos amorosos,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0368,Relacionamentos,Atraia o que quer,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0369,Relacionamentos,Tipos de personalidade Vark,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0370,Relacionamentos,Progress Speed Dating,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0371,Relacionamentos,Sexo e romance,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0372,Relacionamentos,Segredos de namoro online,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0373,Relacionamentos,Pergunte isso a garota,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Relacionamentos,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0374,Alimentação e Dieta,Estilo de vida sem glúten,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0375,Alimentação e Dieta,Construa sua tribo,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0376,Alimentação e Dieta,Defendendo um estilo de vida vegetariano,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0377,Alimentação e Dieta,Receitas de chocolate e cacau,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0378,Alimentação e Dieta,Fundamentos da culinária,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0379,Alimentação e Dieta,101 dicas e técnicas para cozinhar como um chef,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0380,Alimentação e Dieta,Fazendo Chocolate 101,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0381,Alimentação e Dieta,Sinta comida completa,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0382,Alimentação e Dieta,Super Alimentos Urgentemente,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0383,Alimentação e Dieta,Culinária de Natal Simples,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0384,Alimentação e Dieta,Relatório de comer limpo,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0385,Alimentação e Dieta,Estratégias de molho secreto,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0386,Alimentação e Dieta,Segredos-de-Combinações-de-Alimentos,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0387,Alimentação e Dieta,As melhores receitas relacionadas com chocolate,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0388,Alimentação e Dieta,Segredos da Dieta Infantil,EXCLUIR,P3,ALTO,PACOTE/AMOSTRA,NÃO PUBLICAR,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0389,Alimentação e Dieta,Métodos Secretos Para Queima de Calorias,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0390,Alimentação e Dieta,Queimando Calorias 24 Horas,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Culinária & Receitas,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0391,Musculação,Kettlebell Bootcamp,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0392,Musculação,Modelo de massa de energia,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0393,Musculação,HI IT 2Fit,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0394,Musculação,Aptidão funcional,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0395,Musculação,Manual de treinamento funcional,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0396,Musculação,Você mais novo,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0397,Musculação,TRX Training Extreme,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0398,Musculação,Musculação da Bíblia Ocupada,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0399,Musculação,Manter o corpo,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0400,Musculação,Guerreiros do peso,REVISÃO ESPECIALIZADA,P2,ALTO,PACOTE/AMOSTRA,Definir após revisão,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0401,Musculação,Engenharia química,EXCLUIR,P3,ALTO,PACOTE/AMOSTRA,NÃO PUBLICAR,Pack Bem-estar (após revisão),VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0402,Viagem,Kit de afiliados de viagem,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0403,Viagem,Dicas de Viagem,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0404,Viagem,Erros de Viagem a Evitar,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
PLR-0405,Viagem,Especialista em viagens,PUBLICAR APÓS QA,P1,BAIXO/MÉDIO,PACOTE/AMOSTRA,"R$ 14,90–29,90",Pack Viagens,VERIFICAR POR PRODUTO,ZIP auditado,AUDITADO / TRIAGEM
